178	595.838	595.838	595.838	595.838	595.838
177.95	612.067	595.803	595.803	595.803	595.803
177.9	592.636	595.796	595.796	595.796	595.796
177.85	619.087	595.746	595.746	595.746	595.746
177.8	598.479	595.741	595.741	595.741	595.741
177.75	598.986	595.734	595.734	595.734	595.734
177.7	597.093	595.731	595.731	595.731	595.731
177.65	617.542	595.684	595.684	595.684	595.684
177.6	605.896	595.662	595.662	595.662	595.662
177.55	620.811	595.609	595.609	595.609	595.609
177.5	615.881	595.565	595.565	595.565	595.565
177.45	611.651	595.531	595.531	595.531	595.531
177.4	586.311	595.511	595.511	595.511	595.511
177.35	603.477	595.494	595.494	595.494	595.494
177.3	610.15	595.463	595.463	595.463	595.463
177.25	582.82	595.436	595.436	595.436	595.436
177.2	576.644	595.396	595.396	595.396	595.396
177.15	590.299	595.385	595.385	595.385	595.385
177.1	590.922	595.375	595.375	595.375	595.375
177.05	568.629	595.318	595.318	595.318	595.318
177	555.592	595.234	595.234	595.234	595.234
176.95	538.493	595.113	595.113	595.113	595.113
176.9	564.66	595.048	595.048	595.048	595.048
176.85	577.808	595.011	595.011	595.011	595.011
176.8	594.056	595.009	595.009	595.009	595.009
176.75	617.233	594.962	594.962	594.962	594.962
176.7	570.937	594.911	594.911	594.911	594.911
176.65	587.634	594.895	594.895	594.895	594.895
176.6	569.169	594.84	594.84	594.84	594.84
176.55	566.084	594.779	594.779	594.779	594.779
176.5	582.12	594.752	594.752	594.752	594.752
176.45	589.821	594.742	594.742	594.742	594.742
176.4	578.513	594.707	594.707	594.707	594.707
176.35	584.288	594.685	594.685	594.685	594.685
176.3	581.255	594.656	594.656	594.656	594.656
176.25	591.84	594.65	594.65	594.65	594.65
176.2	562.033	594.581	594.581	594.581	594.581
176.15	584.196	594.559	594.559	594.559	594.559
176.1	607.586	594.531	594.531	594.531	594.531
176.05	569.29	594.477	594.477	594.477	594.477
176	568.547	594.422	594.422	594.422	594.422
175.95	572.516	594.375	594.375	594.375	594.375
175.9	573.085	594.33	594.33	594.33	594.33
175.85	574.645	594.288	594.288	594.288	594.288
