540.063	83.833	14.8481	17.3519	44.0576
540.102	76.2796	18.71	42.0423	61.0492
540.14	82.0014	37.7356	2.33663	9.85399
540.179	44.138	28.3375	32.7171	45.7886
540.217	51.7398	11.3631	80.1714	70.3663
540.256	55.5565	45.545	42.3418	45.678
540.294	87.8083	30.4606	23.4661	17.1917
540.333	70.7749	-3.58753	33.0166	32.2973
540.371	97.3567	40.0981	4.64089	47.4151
540.41	91.7033	51.56	35.0513	72.0067
540.448	114.495	44.0556	37.0256	47.3044
540.487	89.8718	51.7275	54.1761	54.836
540.525	120.264	29.0331	77.0304	47.1937
540.564	82.3402	44.295	37.2509	64.2154
540.602	105.152	67.1606	39.2251	41.3931
540.641	71.0187	42.5525	58.2856	83.1047
540.679	88.1405	33.1482	20.3799	16.5924
540.718	78.6671	59.81	37.5504	24.124
540.756	95.7989	27.6057	5.32465	79.1617
540.795	74.9355	58.0775	37.6951	86.7134
540.833	80.6674	39.1632	33.9694	84.7611
540.872	149.124	46.835	75.8599	65.7127
540.91	120.656	16.5107	62.6342	16.2404
540.949	38.9324	7.07254	53.2046	12.371
540.987	90.3042	35.6782	76.0989	65.5597
541.025	115.066	24.3438	49.5532	23.6674
541.064	99.8827	56.7557	17.2936	52.139
541.102	71.3845	11.1814	19.2679	44.4768
541.141	80.9211	66.4332	15.5284	34.9084
541.179	65.733	28.4589	44.1527	59.5961
541.218	153.32	55.1807	49.9431	40.5077
541.256	54.3614	19.0964	63.3474	48.0754
541.295	100.088	53.4482	72.9479	59.437
541.333	111.56	76.3839	15.8922	-11.0793
541.372	94.4465	91.7058	48.3426	46.0063
541.41	63.9983	67.0314	75.0969	28.804
541.449	92.6149	11.8533	67.5474	47.7956
541.487	128.867	30.9889	29.5116	47.7533
541.526	149.873	76.8108	56.2721	5.75493
541.564	98.4352	46.3964	2.96638	36.2026
541.603	106.102	48.3783	27.8268	47.5842
541.641	98.5036	42.744	71.7711	13.2019
541.679	115.715	31.3796	29.8854	18.8697
541.718	69.962	42.9015	8.96585	32.1613
541.756	75.7139	39.1671	94.9101	34.019
541.795	92.9205	8.70899	28.1906	28.2406
541.833	98.6823	20.2446	49.2649	28.1783
541.872	94.8989	48.9565	79.8853	87.3099
541.91	131.221	33.7622	47.5096	39.5276
541.949	125.527	12.834	53.31	50.9292
541.987	81.6392	32.0097	49.5743	20.3169
542.025	108.421	24.4453	30.5486	56.5646
542.064	146.678	47.4572	95.589	54.5962
542.102	89.3795	20.7829	55.5433	22.0539
542.141	87.5061	60.9947	46.0538	37.2855
542.179	118.128	22.8404	32.758	50.6232
542.218	58.8845	11.4422	84.4585	-1.06818
542.256	125.856	45.9479	38.6427	65.8125
542.295	177.543	59.4197	109.493	35.1541
542.333	158.465	69.0754	31.1375	63.8018
542.371	87.7066	38.5411	79.0517	71.4096
542.41	145.163	63.5029	61.9122	29.2512
542.448	156.695	21.4786	92.6164	46.4289
542.487	110.782	40.7004	25.6869	59.7705
542.525	82.1035	75.2461	54.4911	46.3182
542.564	170.24	4.46794	48.8216	55.8398
542.602	160.712	69.6736	50.8158	46.2175
542.64	101.364	44.8492	54.7201	36.5852
542.679	80.3204	48.7611	39.4705	38.4468
542.717	122.522	52.6868	72.1348	93.9746
542.756	84.2188	94.9386	-23.6448	69.0062
542.794	113.011	54.7643	64.6195	65.1239
542.833	107.297	20.3261	24.4299	63.1555
542.871	168.709	10.8118	64.7842	68.8632
542.909	122.721	26.2374	36.0885	45.8009
542.948	111.248	33.9893	97.5589	20.8025
542.986	157.339	116.595	30.4831	38.0203
543.025	199.616	39.9068	115.004	39.8819
543.063	128.638	-2.23755	59.4278	26.3896
543.101	140.21	41.9981	65.2721	62.8173
543.14	117.206	53.59	26.9425	93.4889
543.178	147.978	51.7556	36.6167	58.8767
543.217	171.075	30.7075	61.6672	10.7983
543.255	153.827	94.1931	9.87141	64.546
543.293	150.038	34.7088	79.1257	47.2038
543.332	163.535	67.4606	50.3761	70.2154
543.37	138.587	36.7963	77.3603	29.7931
543.409	92.4834	38.7981	27.4507	64.3447
543.447	127.135	38.8738	65.995	20.0725
543.485	131.027	23.5694	69.9192	43.1002
543.524	63.7437	67.8913	23.8296	48.8118
543.562	115.725	102.617	58.5339	73.7796
543.601	113.832	29.5788	72.0843	25.6212
543.639	102.324	70.0744	68.3185	62.139
543.677	125.466	37.4401	87.6528	46.6867
543.716	179.422	-12.5381	72.3332	54.3383
543.754	112.074	37.5976	43.5274	52.3661
543.793	119.811	41.5294	128.348	56.1577
543.831	166.093	47.3951	62.952	19.5155
543.869	112.194	35.9207	39.9063	50.2832
543.908	195.091	41.7725	82.3767	19.3949
543.946	96.8529	88.1182	45.8409	28.9826
543.985	185.56	95.92	86.4013	17.3543
544.023	68.0013	76.7257	9.36553	32.732
544.061	139.383	45.9613	55.7198	61.5998
544.1	164.5	76.9032	98.2301	42.2614
544.138	139.472	26.8388	50.0844	51.8592
544.176	158.813	34.6345	48.2386	49.887
544.215	127.98	54.0063	17.439	57.5486
544.253	184.002	63.7419	21.3732	63.2964
544.291	114.564	46.4576	33.0274	49.7341
544.33	101.08	85.1494	73.6478	65.1258
544.368	174.502	79.4551	69.872	47.7036
544.407	141.719	112.377	95.0624	47.6453
544.445	178.471	89.2825	48.7866	16.693
544.483	213.302	66.1882	45.0008	34.0308
544.522	166.979	56.61	89.5212	33.9725
544.56	157.361	35.4356	72.2154	2.99027
544.598	128.413	74.1813	47.1696	66.7381
544.637	169.059	80.0731	85.91	35.7497
544.675	184.581	51.1488	22.1842	37.6275
544.713	118.873	57.0344	39.6684	51.1253
544.752	173.08	66.7962	30.0687	56.867
544.79	177.001	43.6619	34.0129	49.0848
544.829	146.088	49.5437	78.5933	41.2865
544.867	155.81	65.1193	28.3575	0.594286
544.905	161.672	41.975	84.5717	14.0921
544.944	128.798	-0.543211	67.2321	52.7538
544.982	169.51	3.40242	32.4563	52.7116
545.02	200.552	63.528	65.4604	41.0394
545.059	154.119	61.6699	42.2908	71.9811
545.097	173.54	116.016	57.865	15.7489
545.135	136.772	30.8411	38.5692	71.8967
545.174	96.1088	52.243	40.5795	54.3985
545.212	181.451	19.3686	71.6837	13.6463
545.25	133.032	67.9242	89.2179	-7.73589
545.289	177.669	64.126	66.0282	40.6858
545.327	113.721	44.8217	71.9224	83.3037
545.365	183.603	68.1773	75.8866	30.8915
545.404	148.729	27.5191	89.5569	52.1732
545.442	152.661	48.9447	70.2311	24.9611
545.48	144.943	49.0304	54.7952	32.6689
545.519	127.52	47.1722	50.9856	13.2006
545.557	176.101	14.2478	-7.18026	44.2185
545.595	121.783	66.7634	58.9139	57.7663
545.634	238.36	53.2452	29.8542	9.15808
545.672	253.962	49.4508	43.5284	16.8759
545.71	160.764	12.6165	55.2726	20.7038
545.749	178.3	49.6183	96.1529	30.3655
545.787	191.962	47.7539	43.767	20.5934
545.825	192.024	24.5095	36.0712	12.7713
545.864	182.35	59.5913	55.5915	-0.896956
545.902	172.682	61.6169	59.5556	32.1009
545.94	233.034	85.0525	30.4698	4.8288
545.978	141.666	52.0682	40.2639	67.0167
546.017	161.163	77.44	34.5042	57.2385
546.055	279.924	133.966	108.528	98.0663
546.093	246.906	151.581	200.103	107.754
546.132	258.643	163.363	132.073	68.786
546.17	235.355	107.009	116.587	84.3139
546.208	184.786	83.7342	103.051	66.7518
546.247	194.573	66.286	62.2314	35.5336
546.285	179.045	74.1716	118.806	76.4015
546.323	165.457	8.01722	62.3996	56.8694
546.362	192.793	58.759	44.9399	33.4412
546.4	136.325	86.1346	41.124	15.8491
546.438	204.597	6.30022	47.0482	58.6871
546.476	136.419	57.0658	39.3323	5.99499
546.515	187.165	41.5476	12.1026	39.0868
546.553	214.527	35.7832	29.7267	35.1347
546.591	185.329	69.0288	76.6208	-9.77733
546.63	146.356	53.5006	96.2211	54.5445
546.668	140.548	51.6362	29.9552	21.3224
546.706	165.969	82.9518	59.3093	27.1304
546.744	164.071	73.2874	-1.12661	30.9883
546.783	177.788	63.6092	39.9436	54.3602
546.821	150.5	67.6048	43.9277	32.8381
546.859	160.321	134.1	77.2118	28.8861
546.898	193.578	36.5221	3.0621	34.688
546.936	181.91	85.4477	46.1162	24.8659
546.974	185.872	85.5433	-4.60972	38.5039
547.012	170.294	52.3989	58.0044	34.5419
547.051	191.84	-4.20932	77.6346	28.6237
547.089	197.772	21.2863	79.6787	63.7717
