1602.5	1211.73	1877.09	1795.95	1346.96	1265.82	1345.16	1173.86
1601.12	1173.86	1891.52	1740.05	1366.8	1247.79	1300.08	1179.27
1599.73	1200.69	1880.36	1770.39	1371.96	1296.24	1344.92	1215.12
1598.34	1232.92	1883.63	1768.27	1369.92	1263.57	1342.88	1180.65
1596.96	1214.68	1876.09	1789.58	1328.22	1214.68	1342.64	1194.86
1595.57	1210.86	1810.89	1758.63	1347.8	1295.55	1355.01	1176.63
1594.18	1219.65	1915.05	1751.11	1370.98	1266.49	1376.39	1194.43
1592.79	1176.21	1857.07	1790.43	1356.33	1259.06	1354.53	1217.64
1591.4	1185	1869.35	1743.29	1359.69	1269.64	1327.27	1179.6
1590.02	1215.4	1852.81	1789.79	1418.87	1255.01	1350.44	1173.99
1588.63	1258.39	1884.89	1775.07	1335.8	1283.59	1310.6	1198.98
1587.24	1198.77	1832.35	1789.15	1337.36	1258.17	1313.96	1204.17
1585.85	1223.75	1846.42	1774.44	1374.92	1317.33	1324.53	1167.96
1584.46	1187.54	1891.07	1750.73	1374.67	1306.3	1345.88	1201.94
1583.07	1212.52	1860.15	1757.61	1381.62	1243.1	1378.03	1167.54
1581.68	1208.7	1874.21	1764.49	1347.2	1287.85	1350.8	1210.5
1580.29	1197.7	1807.34	1751.59	1370.34	1233.67	1330.78	1188.71
1578.9	1233.45	1891.52	1726.11	1346.72	1292.78	1301.77	1247.83
1577.51	1166.71	1880.4	1752.76	1314.12	1265.58	1341.09	1188.28
1576.12	1198.86	1907.03	1741.67	1360.62	1279.74	1313.89	1180.88
1574.73	1222	1865.35	1797.06	1322.64	1277.71	1322.64	1205.83
1573.34	1221.79	1825.49	1750.03	1379.9	1281.08	1336.78	1193.04
1571.94	1198.21	1839.54	1765.88	1343.72	1271.87	1325.76	1187.44
1570.55	1187.22	1878.72	1774.55	1374.02	1294.99	1311.16	1237.51
1569.16	1210.36	1849.66	1758.07	1357.61	1246.27	1300.15	1190.6
1567.77	1224.51	1887.03	1770.33	1398.66	1298.12	1326.85	1202.96
1566.37	1193.77	1865.15	1805.91	1342.77	1272.76	1323.02	1204.54
1564.98	1227.66	1814.56	1809.18	1355.09	1279.71	1380.22	1270.73
1563.59	1184.37	1862.69	1785.53	1356.64	1254.36	1358.44	1178.99
1562.2	1203.9	1880.3	1806.74	1361.78	1272.07	1345.64	1189.54
1560.8	1227	1844.09	1792.07	1366.92	1262.88	1347.19	1255.7
1559.41	1244.72	1872.46	1820.44	1418.69	1303.9	1370.26	1277
1558.01	1283.95	1915.16	1855.98	1481.2	1326.98	1413.06	1244.49
1556.62	1267.58	1990.12	1861.03	1489.9	1367.98	1418.18	1278.34
1555.22	1244.05	1882.21	1871.45	1412.55	1292.45	1330.09	1236.88
1553.83	1211.57	1919.51	1829.9	1394.38	1310.14	1390.79	1245.62
1552.43	1232.85	1888.71	1759.69	1392.34	1304.53	1356.5	1197.02
1551.04	1227.26	1832.83	1745.04	1358.05	1268.47	1329.38	1207.55
1549.64	1164.35	1866.54	1775.18	1352.43	1275.41	1321.98	1193.01
1548.25	1208.91	1907.39	1789.19	1345.03	1298.46	1382.64	1207.12
1546.85	1206.91	1846.17	1760.22	1355.53	1237.35	1384.18	1178.25
1545.46	1231.75	1806.45	1817.2	1333.8	1253.24	1328.43	1167.3
1544.06	1226.16	1836.56	1818.66	1338.94	1278.08	1340.73	1163.51
1542.66	1225.95	1848.76	1795.07	1358.38	1274.27	1310.06	1193.73
1541.26	1180.99	1818.01	1812.64	1342.04	1288.36	1329.51	1188.15
1539.87	1191.52	1803.38	1746.13	1331.06	1272.02	1316.75	1171.84
1538.47	1230.66	1826.31	1795.9	1361.23	1248.54	1311.15	1162.68
1537.07	1151.74	1836.71	1743.71	1346.68	1273.36	1334.16	1151.74
1535.67	1176.57	1797.04	1784.53	1364.32	1264.19	1324.99	1187.3
1534.28	1222.84	1850.36	1800.3	1356.93	1226.42	1290.78	1217.48
1532.88	1197.6	1830.36	1817.85	1360.26	1265.53	1288.76	1227.99
1531.48	1209.9	1783.57	1753.19	1385.04	1259.94	1326.06	1217.05
1530.08	1207.89	1929.77	1763.6	1361.56	1290.09	1304.38	1206.11
1528.68	1170.16	1832.96	1745.42	1361.32	1266.63	1334.52	1204.11
1527.28	1198.53	1866.57	1812.98	1373.58	1293.2	1332.5	1173.53
1525.88	1196.53	1853.73	1816.23	1360.83	1241.18	1342.97	1237.61
1524.48	1219.53	1824.83	1760.55	1365.95	1244.53	1282.02	1198.1
1523.08	1228.24	1828.08	1776.3	1381.77	1247.88	1315.71	1183.61
1521.68	1233.37	1797.41	1752.78	1377.95	1272.64	1313.69	1204.82
1520.28	1177.83	1822.07	1811.36	1359.86	1243.86	1322.38	1201.03
1518.88	1215.09	1861	1798.55	1366.75	1288.25	1336.42	1204.38
1517.47	1161.35	1816.07	1758.98	1407.54	1234.5	1330.83	1172.06
1516.07	1203.95	1810.39	1780.07	1344.86	1298.49	1366.26	1207.52
1514.67	1242.97	1836.82	1786.88	1362.45	1248.32	1319.65	1214.44
1513.27	1230.27	1845.4	1799.04	1394.3	1239.18	1374.69	1192.83
1511.87	1187.26	1802.29	1800.51	1376.23	1260.35	1353.05	1190.83
1510.46	1199.53	1796.62	1837.61	1379.55	1272.61	1338.55	1181.7
1509.06	1224.26	1826.59	1771.35	1381.08	1229.61	1327.62	1167.24
1507.66	1197.32	1822.7	1822.7	1366.58	1265.02	1300.66	1170.59
1506.25	1220.26	1799.22	1768.93	1360.99	1271.92	1341.4	1168.6
1504.85	1159.49	1864.8	1759.71	1362.53	1291.29	1301.97	1205.79
1503.45	1239.41	1782.55	1796.79	1342.7	1235.85	1312.43	1193.11
1502.04	1208.92	1805.37	1801.81	1346.02	1260.56	1347.8	1200.02
1500.64	1226.51	1790.81	1796.15	1374.26	1258.55	1333.32	1196.25
